filename	read_id	run_id	batch_id	channel	mux	start_time	duration	minknow_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
PAO92523_pass_71307b67_e3e0455f_199.pod5	149b0b81-9568-40d1-ae6b-baf5cc539b30	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2266	1	4730.383000	0.901000	542	TRUE	4730.383000	750	0.901000	311	10.351178	2.887470	106.498863	18.189659	106.498863	18.189659
PAO92523_pass_71307b67_e3e0455f_199.pod5	28de6519-b9bc-462f-9cd1-66abdb2d1708	e3e0455f7da9f1a836287fc130ffc62591587f55	0	1398	2	4729.059000	2.206600	1281	TRUE	4729.059000	1838	2.206600	776	12.630403	2.968174	104.044510	18.992144	104.044510	18.992144
PAO92523_pass_71307b67_e3e0455f_199.pod5	1f220279-a4ee-4e25-9cf6-32e6c49adfca	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2301	2	4730.632200	1.773800	1155	TRUE	4730.632200	1478	1.773800	766	11.095454	3.165502	100.675377	19.460260	100.675377	19.460260
PAO92523_pass_71307b67_e3e0455f_199.pod5	fa2faec1-c8d0-4a5d-b2bc-b4ac1d32a651	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2764	2	4728.960200	2.305400	1420	TRUE	4728.960200	1921	2.305400	905	12.008903	3.028520	102.748116	20.128998	102.748116	20.128998
PAO92523_pass_71307b67_e3e0455f_199.pod5	ca4ed8e4-6888-47c2-b35b-55fe7a1ae70b	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2297	4	4733.082600	1.890400	1207	TRUE	4733.082600	1575	1.890400	791	10.205729	3.000519	102.211227	17.922165	102.211227	17.922165
PAO92523_pass_71307b67_e3e0455f_199.pod5	43ba938d-eac2-454d-8e2a-2e92997149cc	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2762	4	4732.886400	0.805600	511	TRUE	4732.886400	671	0.805600	323	9.341674	2.948810	99.594116	21.198978	99.594116	21.198978
PAO92523_pass_71307b67_e3e0455f_199.pod5	b6bec8e6-46ae-4576-a9f7-043a17214454	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2606	3	4728.862200	1.967800	1248	TRUE	4728.862200	1639	1.967800	781	9.698390	2.981277	102.807976	18.791523	102.807976	18.791523
PAO92523_pass_71307b67_e3e0455f_199.pod5	20978a1e-9d73-4e8d-a332-a78ec2cd47bd	e3e0455f7da9f1a836287fc130ffc62591587f55	0	1764	2	4729.163400	2.102200	1297	TRUE	4729.163400	1751	2.102200	852	9.024701	2.964360	99.618431	20.195871	99.618431	20.195871
PAO92523_pass_71307b67_e3e0455f_199.pod5	c4ab4743-8ae3-47ed-9edc-8c667eb3b593	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2864	2	4730.052000	2.096200	1345	TRUE	4730.052000	1746	2.096200	871	11.232693	3.067350	103.732101	19.995249	103.732101	19.995249
PAO92523_pass_71307b67_e3e0455f_199.pod5	48b44648-e289-446c-83c7-1fec672464de	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2851	2	4729.391800	2.037800	1214	TRUE	4729.391800	1698	2.037800	752	11.615942	2.974301	107.342552	20.931482	107.342552	20.931482
PAO92523_pass_71307b67_e3e0455f_199.pod5	a071ae2d-8d28-4cc3-916e-2d24b21f1990	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2696	3	4734.777200	0.993800	631	TRUE	4734.831200	783	0.939800	350	10.788402	3.009263	102.727539	19.259638	102.727539	19.259638
PAO92523_pass_71307b67_e3e0455f_199.pod5	02032d08-19bf-484a-ab85-50bbf71c8e9e	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2696	3	4731.037000	2.096000	1392	TRUE	4731.037000	1746	2.096000	902	10.416197	3.086116	102.250504	19.059017	102.250504	19.059017
PAO92523_pass_71307b67_e3e0455f_199.pod5	a164384c-3575-41f6-8294-118eae4a5247	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2687	3	4734.021600	1.963000	1258	TRUE	4734.021600	1635	1.963000	821	10.652157	3.057130	102.544205	19.660881	102.544205	19.660881
PAO92523_pass_71307b67_e3e0455f_199.pod5	26479827-8c45-4742-ba05-cc00d9ba2ffa	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2686	2	4731.169800	2.235000	1401	TRUE	4731.169800	1862	2.235000	883	10.406489	2.990644	102.995049	19.727755	102.995049	19.727755
PAO92523_pass_71307b67_e3e0455f_199.pod5	8536fe9c-3776-49be-8ce7-96a5b40faf8d	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2685	2	4732.253400	1.837600	1136	TRUE	4732.253400	1531	1.837600	740	8.500645	2.926592	103.228882	21.934589	103.228882	21.934589
PAO92523_pass_71307b67_e3e0455f_199.pod5	6a65d0bd-45aa-421d-b84e-fe2a10f64c39	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2684	2	4731.876000	3.097000	1856	TRUE	4731.876000	2580	3.097000	1034	11.556512	2.935215	100.235771	20.195871	100.235771	20.195871
PAO92523_pass_71307b67_e3e0455f_199.pod5	9c72962f-fdbf-4adc-be66-15ecd7c75b3e	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2659	3	4734.681000	1.960400	1315	TRUE	4734.718200	1602	1.923200	798	9.120324	2.986336	105.812317	18.256533	105.812317	18.256533
PAO92523_pass_71307b67_e3e0455f_199.pod5	679a5a27-1938-4842-aebc-b3badecb8858	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2659	3	4730.977200	2.155800	1342	TRUE	4730.977200	1796	2.155800	914	8.194032	2.963714	101.137444	19.393387	101.137444	19.393387
PAO92523_pass_71307b67_e3e0455f_199.pod5	79370d42-579d-4889-bf9c-e373f1f0bd0f	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2526	2	4732.802200	0.723800	480	TRUE	4732.802200	603	0.723800	313	8.825149	3.012589	102.211227	20.597113	102.211227	20.597113
PAO92523_pass_71307b67_e3e0455f_199.pod5	723e7826-e48d-4ade-9c58-8e5546965234	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2526	2	4730.351800	2.054200	1270	TRUE	4730.351800	1711	2.054200	843	11.456536	3.079467	102.592842	20.195871	102.592842	20.195871
PAO92523_pass_71307b67_e3e0455f_199.pod5	bf677a47-e62e-499c-9951-ae734ced41ac	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2522	1	4728.899400	1.930600	1306	TRUE	4728.899400	1608	1.930600	782	8.167951	2.911326	105.731880	20.195871	105.731880	20.195871
PAO92523_pass_71307b67_e3e0455f_199.pod5	02e0251d-f320-4fe5-bd59-8085e0a3ab7f	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2515	1	4733.382000	2.243200	1445	TRUE	4733.382000	1869	2.243200	934	11.138604	3.076097	104.710472	19.794628	104.710472	19.794628
PAO92523_pass_71307b67_e3e0455f_199.pod5	fd5258bc-bf8b-415a-9e8f-cd66ae289ffe	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2098	4	4732.377400	1.204000	750	TRUE	4732.377400	1003	1.204000	455	11.669582	3.016313	104.199776	18.390280	104.199776	18.390280
PAO92523_pass_71307b67_e3e0455f_199.pod5	60020040-83d6-48da-a775-99504251360f	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2097	4	4734.111800	1.872800	1175	TRUE	4734.111800	1560	1.872800	789	12.510645	3.133636	106.397850	20.062122	106.397850	20.062122
PAO92523_pass_71307b67_e3e0455f_199.pod5	4e96f609-6f13-40fc-9856-9841c4680b0e	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2093	4	4733.015400	1.957600	1254	TRUE	4733.015400	1631	1.957600	828	9.963799	3.066798	108.077736	17.253426	108.077736	17.253426
PAO92523_pass_71307b67_e3e0455f_199.pod5	4b24dcd8-a1c8-403a-9975-66e5fb38103f	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2091	2	4733.196600	1.776400	1188	TRUE	4733.196600	1480	1.776400	827	9.699434	3.136064	102.353401	20.864609	102.353401	20.864609
PAO92523_pass_71307b67_e3e0455f_199.pod5	02c1bdc8-8a5b-4a63-b871-4edba809e93e	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2475	2	4729.738600	1.952800	1214	TRUE	4729.738600	1627	1.952800	794	11.131658	3.037469	104.949921	16.852184	104.949921	16.852184
PAO92523_pass_71307b67_e3e0455f_199.pod5	a57e8f6b-fb12-4d8c-b551-e4f97b400355	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2089	1	4730.222600	2.183400	1401	TRUE	4730.222600	1819	2.183400	873	10.662139	2.982835	110.040092	20.797735	110.040092	20.797735
PAO92523_pass_71307b67_e3e0455f_199.pod5	d1946f91-a8af-4240-adaf-e88109ba2f7d	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2465	3	4735.056200	0.784400	477	TRUE	4735.056200	653	0.784400	295	10.324918	2.933403	103.140953	20.128998	103.140953	20.128998
PAO92523_pass_71307b67_e3e0455f_199.pod5	2f96e341-bc95-4666-b839-85fd082c541d	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2383	3	4733.954000	2.030600	1235	TRUE	4733.954000	1692	2.030600	796	11.536352	3.038966	104.777817	18.457155	104.777817	18.457155
PAO92523_pass_71307b67_e3e0455f_199.pod5	38d2e95f-b243-4aab-8d17-283f2bde8575	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2914	4	4727.726200	3.103800	1846	TRUE	4727.726200	2586	3.103800	1141	10.765988	3.055112	97.970345	20.797735	97.970345	20.797735
PAO92523_pass_71307b67_e3e0455f_199.pod5	80d77037-0f51-4a03-b51e-8c207b625718	e3e0455f7da9f1a836287fc130ffc62591587f55	0	1981	1	4729.650000	2.041400	1251	TRUE	4729.650000	1701	2.041400	842	11.690043	3.104067	102.312241	19.125891	102.312241	19.125891
PAO92523_pass_71307b67_e3e0455f_199.pod5	5520878d-0986-422b-9c48-b57ca808f287	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2882	4	4719.601200	12.502000	7990	TRUE	4719.601200	10418	12.502000	5330	12.822303	3.241958	106.257545	19.594007	106.257545	19.594007
PAO92523_pass_71307b67_e3e0455f_199.pod5	1fc69d5d-18f0-4d82-b8d8-aa81bf7e7610	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2349	2	4732.240600	0.769000	503	TRUE	4732.240600	640	0.769000	323	9.229391	3.004433	103.228882	18.189659	103.228882	18.189659
PAO92523_pass_71307b67_e3e0455f_199.pod5	e9163eef-da69-4d2c-a8f0-19f93237568d	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2892	2	4728.695400	2.134600	1333	TRUE	4729.697400	943	1.132600	480	13.821950	3.173916	105.221169	17.186552	105.221169	17.186552
PAO92523_pass_71307b67_e3e0455f_199.pod5	6cc6d7d9-c3e2-420a-92f5-8ed756354d57	e3e0455f7da9f1a836287fc130ffc62591587f55	0	958	1	4729.033000	2.232600	1424	TRUE	4729.033000	1860	2.232600	945	10.322901	3.053079	100.329300	20.463366	100.329300	20.463366
PAO92523_pass_71307b67_e3e0455f_199.pod5	c75a5b7a-c9c9-4f69-8c20-4882a6d5459f	e3e0455f7da9f1a836287fc130ffc62591587f55	0	1988	1	4730.020800	3.112200	1951	FALSE	4730.020800	2593	3.112200	915	7.611082	2.655685	109.723946	18.992144	109.723946	18.992144
PAO92523_pass_71307b67_e3e0455f_199.pod5	508d116c-a696-48f6-b785-fe483b50395f	e3e0455f7da9f1a836287fc130ffc62591587f55	0	1970	3	4733.296600	0.866800	514	TRUE	4733.296600	722	0.866800	292	8.578468	2.779724	104.689903	17.186552	104.689903	17.186552
PAO92523_pass_71307b67_e3e0455f_199.pod5	208d2503-7bc5-40fb-a017-a454d65f2baf	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2881	4	4730.618400	2.514600	1517	TRUE	4730.618400	2095	2.514600	959	12.066641	3.114718	102.052208	19.059017	102.052208	19.059017
PAO92523_pass_71307b67_e3e0455f_199.pod5	a8679c36-80e8-466e-ad51-5b3a7c511891	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2347	1	4729.736800	2.669200	1496	FALSE	4729.807600	2165	2.598400	803	7.604889	2.633917	89.982468	14.377856	89.982468	14.377856
PAO92523_pass_71307b67_e3e0455f_199.pod5	e6fc099f-97fb-4a48-90f1-7a81aee150ef	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2883	2	4731.409000	2.708000	1575	TRUE	4731.409000	2256	2.708000	991	11.572500	2.996056	101.225365	19.594007	101.225365	19.594007
PAO92523_pass_71307b67_e3e0455f_199.pod5	bcd088b1-4f23-4b7b-9153-9ed77a972c89	e3e0455f7da9f1a836287fc130ffc62591587f55	0	953	4	4730.637800	1.541200	1011	TRUE	4730.637800	1284	1.541200	659	10.322308	3.091136	101.534035	18.858397	101.534035	18.858397
PAO92523_pass_71307b67_e3e0455f_199.pod5	ef76fcd8-635e-4087-b43f-88ea9059d0cf	e3e0455f7da9f1a836287fc130ffc62591587f55	0	1981	1	4732.124600	1.966400	1164	TRUE	4732.124600	1638	1.966400	765	11.425477	3.020695	103.266289	19.794628	103.266289	19.794628
PAO92523_pass_71307b67_e3e0455f_199.pod5	06b5af12-35b9-40b4-a704-2a399696d8d0	e3e0455f7da9f1a836287fc130ffc62591587f55	0	1966	1	4730.599000	1.396600	948	TRUE	4730.599000	1163	1.396600	603	8.403333	3.012655	105.952621	18.992144	105.952621	18.992144
PAO92523_pass_71307b67_e3e0455f_199.pod5	eba0ec9b-41e9-46c6-a250-50320550d1c6	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2876	2	4730.830000	2.295800	1383	TRUE	4730.830000	1913	2.295800	882	13.127341	3.007528	98.866417	21.533346	98.866417	21.533346
PAO92523_pass_71307b67_e3e0455f_199.pod5	8dbd3d57-9ee8-4415-8684-b37d364e8551	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2260	2	4732.028600	1.868400	1158	TRUE	4732.028600	1557	1.868400	771	10.632601	3.066295	103.371048	18.992144	103.371048	18.992144
PAO92523_pass_71307b67_e3e0455f_199.pod5	891c9361-080b-43b8-a79b-52100b0c3337	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2753	2	4731.602800	2.017400	1362	TRUE	4731.602800	1681	2.017400	914	8.440256	3.029599	103.816277	20.730862	103.816277	20.730862
PAO92523_pass_71307b67_e3e0455f_199.pod5	b88aa27a-f114-44e7-b4cc-67c9d7a8aad8	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2734	1	4731.396200	2.008600	1235	TRUE	4731.396200	1673	2.008600	762	9.948121	2.922930	106.813141	18.457155	106.813141	18.457155
PAO92523_pass_71307b67_e3e0455f_199.pod5	15c4fda2-0bee-4c01-80d1-9cfe8412eeb5	e3e0455f7da9f1a836287fc130ffc62591587f55	0	848	1	4730.344400	2.061600	1249	TRUE	4730.357600	1707	2.048400	780	11.163965	2.977978	100.905472	19.393387	100.905472	19.393387
PAO92523_pass_71307b67_e3e0455f_199.pod5	9522dc99-6a76-4c88-898b-b0ef465142ff	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2733	4	4729.765600	1.925800	1145	TRUE	4729.765600	1604	1.925800	641	10.860377	2.848196	100.138489	18.992144	100.138489	18.992144
PAO92523_pass_71307b67_e3e0455f_199.pod5	a1f6ab75-0435-4d54-ab54-4d2b3ccf998d	e3e0455f7da9f1a836287fc130ffc62591587f55	0	845	4	4728.757000	2.073000	1206	TRUE	4728.757000	1727	2.073000	663	11.493311	2.837588	101.519066	19.125891	101.519066	19.125891
PAO92523_pass_71307b67_e3e0455f_199.pod5	cadd6af2-901b-488f-ad24-5ea9706d3cfa	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2581	1	4729.730200	1.961200	1198	TRUE	4729.730200	1634	1.961200	791	10.970845	3.058493	100.785751	19.928375	100.785751	19.928375
PAO92523_pass_71307b67_e3e0455f_199.pod5	ef0a6fb1-b551-41e8-bb5b-6c9451a64140	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2571	4	4733.476400	1.523200	922	TRUE	4733.476400	1269	1.523200	565	8.952928	2.900442	105.157578	18.122786	105.157578	18.122786
PAO92523_pass_71307b67_e3e0455f_199.pod5	07a4551f-9599-4c03-b517-5b58611ebe4b	e3e0455f7da9f1a836287fc130ffc62591587f55	0	699	1	4734.295800	2.251600	1449	TRUE	4734.295800	1876	2.251600	943	9.816048	3.040320	102.261726	19.861502	102.261726	19.861502
PAO92523_pass_71307b67_e3e0455f_199.pod5	188f7770-cb17-4cdc-a5d3-135105ec8cc0	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2564	2	4728.691800	2.138200	1298	TRUE	4728.691800	1781	2.138200	870	13.988202	3.173047	102.171936	17.989038	102.171936	17.989038
PAO92523_pass_71307b67_e3e0455f_199.pod5	6284e839-e5e7-4e75-ac32-731d3994b3d5	e3e0455f7da9f1a836287fc130ffc62591587f55	0	699	1	4729.274800	1.990800	1139	TRUE	4729.274800	1659	1.990800	693	10.176485	2.862114	101.498489	18.791523	101.498489	18.791523
PAO92523_pass_71307b67_e3e0455f_199.pod5	101953b1-82ea-43f7-a014-02bf7cddf09f	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2555	3	4733.910400	2.074200	1342	TRUE	4733.910400	1728	2.074200	949	10.533648	3.166720	102.815460	20.128998	102.815460	20.128998
PAO92523_pass_71307b67_e3e0455f_199.pod5	1a5b5a3c-4839-44f9-8a0e-aa05119ea244	e3e0455f7da9f1a836287fc130ffc62591587f55	0	688	4	4731.175000	1.724000	1066	TRUE	4731.175000	1436	1.724000	706	10.554609	3.022706	105.035973	17.788418	105.035973	17.788418
PAO92523_pass_71307b67_e3e0455f_199.pod5	75e71769-63d0-4e6c-b21f-f47aba68aa28	e3e0455f7da9f1a836287fc130ffc62591587f55	0	1262	4	4731.990400	1.629800	1007	TRUE	4731.990400	1358	1.629800	614	10.200287	2.949374	101.835213	20.128998	101.835213	20.128998
PAO92523_pass_71307b67_e3e0455f_199.pod5	585a0343-8f70-49f8-9c85-370190689aa5	e3e0455f7da9f1a836287fc130ffc62591587f55	0	1261	2	4730.287600	2.118400	1169	TRUE	4730.287600	1765	2.118400	671	12.725001	2.896289	101.159889	19.928375	101.159889	19.928375
PAO92523_pass_71307b67_e3e0455f_199.pod5	4004b04c-a37a-43e3-b6e7-9a78338bd0e4	e3e0455f7da9f1a836287fc130ffc62591587f55	0	1147	1	4730.320400	2.085600	1333	TRUE	4730.320400	1738	2.085600	837	11.312519	3.061365	104.899414	19.460260	104.899414	19.460260
PAO92523_pass_71307b67_e3e0455f_199.pod5	d421ffc5-2fd4-4bea-93dc-b3acbab9a348	e3e0455f7da9f1a836287fc130ffc62591587f55	0	1146	2	4734.531600	2.133000	1369	TRUE	4734.531600	1777	2.133000	830	11.899785	2.977571	104.809616	20.128998	104.809616	20.128998
PAO92523_pass_71307b67_e3e0455f_199.pod5	b7d9b661-9645-4204-948b-403cb9655796	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2615	1	4731.773000	3.200000	2391	TRUE	4731.773000	2666	3.200000	1821	8.488669	3.368399	104.852654	18.858397	104.852654	18.858397
PAO92523_pass_71307b67_e3e0455f_199.pod5	07891c1f-a808-4305-a800-509252d5e54a	e3e0455f7da9f1a836287fc130ffc62591587f55	0	721	4	4730.721200	1.158200	736	TRUE	4730.721200	965	1.158200	458	9.357651	2.899194	105.960098	16.584688	105.960098	16.584688
PAO92523_pass_71307b67_e3e0455f_199.pod5	89bc5622-abf9-44f3-82d0-fe3484d4472a	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2433	2	4729.629600	2.061800	1283	TRUE	4729.629600	1718	2.061800	798	9.585875	2.945231	99.064705	19.794628	99.064705	19.794628
PAO92523_pass_71307b67_e3e0455f_199.pod5	c7b0dead-ef23-4444-98bb-23f86af3c2ea	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2431	2	4731.894600	3.078400	1996	TRUE	4731.930600	2535	3.042400	1022	9.069684	2.828913	97.908615	17.520922	97.908615	17.520922
PAO92523_pass_71307b67_e3e0455f_199.pod5	18ae607d-282c-4de4-a7c9-d4a77f79d7be	e3e0455f7da9f1a836287fc130ffc62591587f55	0	601	1	4733.163000	0.837200	488	TRUE	4733.163000	697	0.837200	266	8.969074	2.769580	98.999229	19.995249	98.999229	19.995249
PAO92523_pass_71307b67_e3e0455f_199.pod5	50303f3e-731a-4b88-ba52-65d5e20a49d7	e3e0455f7da9f1a836287fc130ffc62591587f55	0	601	1	4729.746800	1.944600	1150	TRUE	4729.746800	1620	1.944600	688	10.294079	2.867810	99.571663	20.128998	99.571663	20.128998
PAO92523_pass_71307b67_e3e0455f_199.pod5	e5375da7-481e-4a58-8e1a-f2f60bbf894b	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2424	2	4733.337600	2.079600	1359	TRUE	4733.337600	1733	2.079600	918	11.500260	3.133437	101.874489	20.597113	101.874489	20.597113
PAO92523_pass_71307b67_e3e0455f_199.pod5	54681c39-518d-40ef-9bd2-d1ee07de2688	e3e0455f7da9f1a836287fc130ffc62591587f55	0	593	4	4728.339800	4.066200	2330	TRUE	4728.339800	3388	4.066200	1316	12.957411	2.934881	104.933090	18.122786	104.933090	18.122786
PAO92523_pass_71307b67_e3e0455f_199.pod5	8a2fb770-dec6-462c-ac8f-913aebc92595	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2424	2	4728.985400	3.162800	1959	TRUE	4728.985400	2635	3.162800	1165	9.204422	2.942792	96.150154	22.737074	96.150154	22.737074
PAO92523_pass_71307b67_e3e0455f_199.pod5	84ed074d-59c6-487b-92ac-84194275afba	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2422	1	4730.229200	2.477800	1486	TRUE	4730.234000	2060	2.473000	867	8.334723	2.873189	119.406685	12.037273	119.406685	12.037273
PAO92523_pass_71307b67_e3e0455f_199.pod5	50ab6059-d4ac-417b-aba9-b7d578657d89	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2421	2	4728.355600	3.335800	2015	TRUE	4728.355600	2779	3.335800	1130	10.939580	2.917126	101.691162	18.590902	101.691162	18.590902
PAO92523_pass_71307b67_e3e0455f_199.pod5	368eb293-9d03-48b0-9f2d-467b7b4a90a2	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2419	3	4734.253000	0.720000	469	TRUE	4734.253000	600	0.720000	282	9.232611	2.953016	98.207924	20.329618	98.207924	20.329618
PAO92523_pass_71307b67_e3e0455f_199.pod5	a5f4b257-057a-47c1-86a7-2d9fef954cf7	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2419	3	4732.721000	1.528400	988	TRUE	4732.721000	1273	1.528400	604	11.141735	3.042796	98.780357	20.463366	98.780357	20.463366
PAO92523_pass_71307b67_e3e0455f_199.pod5	918dc261-1482-4958-b043-06f402274436	e3e0455f7da9f1a836287fc130ffc62591587f55	0	1137	2	4733.240000	1.733000	1053	TRUE	4733.240000	1444	1.733000	647	11.145607	2.997292	101.685562	19.727755	101.685562	19.727755
PAO92523_pass_71307b67_e3e0455f_199.pod5	c9b4ced6-6df2-4e10-bf8c-dec651d365dd	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2323	3	4726.750200	4.941200	3093	TRUE	4726.750200	4117	4.941200	2108	11.707598	3.190047	102.110199	21.265852	102.110199	21.265852
PAO92523_pass_71307b67_e3e0455f_199.pod5	dc8683d0-f327-4afb-b251-c5644678a0f4	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2322	3	4728.658200	2.171800	1283	TRUE	4728.658200	1809	2.171800	776	11.297763	2.952411	104.751625	17.788418	104.751625	17.788418
PAO92523_pass_71307b67_e3e0455f_199.pod5	d3e831fc-ce9f-47de-87af-a1bb9cc635f1	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2320	3	4732.214200	1.876800	1140	TRUE	4732.214200	1564	1.876800	780	11.998104	3.086682	102.766815	20.262745	102.766815	20.262745
PAO92523_pass_71307b67_e3e0455f_199.pod5	63f56495-09f7-492e-87ba-737cfe2b0174	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2320	3	4729.857600	1.833800	1158	TRUE	4729.857600	1528	1.833800	725	10.564458	3.009925	104.197906	19.660881	104.197906	19.660881
PAO92523_pass_71307b67_e3e0455f_199.pod5	0b7013e4-631a-41eb-874a-1edd2374e3a3	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2170	4	4729.274800	2.159200	1380	TRUE	4729.274800	1799	2.159200	890	11.666295	3.090379	104.963013	18.925270	104.963013	18.925270
PAO92523_pass_71307b67_e3e0455f_199.pod5	81e73f36-8143-4af9-83e2-6107f611f7b4	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2169	3	4734.026000	1.958600	1300	TRUE	4734.026000	1632	1.958600	816	10.813235	3.075855	101.887589	19.326513	101.887589	19.326513
PAO92523_pass_71307b67_e3e0455f_199.pod5	c9a34a21-aee4-449b-9905-5c8c7ce44aa6	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2169	3	4731.871200	1.749000	1092	TRUE	4731.871200	1457	1.749000	676	10.768054	2.970108	103.795700	19.995249	103.795700	19.995249
PAO92523_pass_71307b67_e3e0455f_199.pod5	401b0598-a1c9-4698-aeb1-81ef3bcfbddd	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2167	3	4731.397400	2.007400	1167	TRUE	4731.397400	1672	2.007400	665	11.328521	2.878836	102.699471	21.065231	102.699471	21.065231
PAO92523_pass_71307b67_e3e0455f_199.pod5	81fc6cb7-f91a-45ac-a187-72e26e941975	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2163	2	4732.813600	2.159400	1315	TRUE	4732.813600	1799	2.159400	858	13.448709	3.099247	103.829369	18.256533	103.829369	18.256533
PAO92523_pass_71307b67_e3e0455f_199.pod5	6eb2c7c1-a314-4c1a-8e7a-b93f4d3ff0c8	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2285	2	4729.577800	2.113600	1324	TRUE	4729.577800	1761	2.113600	885	12.349697	3.132056	100.740845	18.858397	100.740845	18.858397
PAO92523_pass_71307b67_e3e0455f_199.pod5	ce47d496-98ab-4a0e-a900-374279889b1e	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2130	3	4733.328200	2.054200	1269	TRUE	4733.328200	1711	2.054200	775	10.957384	2.987585	104.654358	20.597113	104.654358	20.597113
PAO92523_pass_71307b67_e3e0455f_199.pod5	b41ec3d6-eb4a-44a7-bdaa-a9e5ec12675f	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2127	3	4730.208600	2.197400	1298	TRUE	4730.214600	1826	2.191400	864	10.143667	2.968343	106.792564	18.657776	106.792564	18.657776
PAO92523_pass_71307b67_e3e0455f_199.pod5	19b3c67c-1e59-455d-b52a-7e7e121fdb84	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2114	1	4730.907200	2.225800	1387	TRUE	4730.907200	1854	2.225800	911	12.432594	3.128289	105.832893	19.393387	105.832893	19.393387
PAO92523_pass_71307b67_e3e0455f_199.pod5	2b0fe3bd-b53a-49c6-9d7c-7f6332fde2fe	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2108	3	4732.102400	1.988600	1275	TRUE	4732.102400	1657	1.988600	813	12.608939	3.127692	105.226791	20.864609	105.226791	20.864609
PAO92523_pass_71307b67_e3e0455f_199.pod5	11ce2a10-5b05-4244-963b-4e3be8586859	e3e0455f7da9f1a836287fc130ffc62591587f55	0	2049	4	4732.632200	1.804000	1101	TRUE	4732.632200	1503	1.804000	657	9.414357	2.861404	103.780731	20.128998	103.780731	20.128998
